text,label,category
"Objet: Avis de contravention - Paiement en ligne

Bonjour,

Vous avez reçu une contravention le 19/05/2026.
Le paiement en ligne est disponible jusqu'au 28/05/2026.

🚗 Payer mon amende : https://microsoft-security-alert.cf/5819

ANTAI - Service Public",1,invoice
"Objet: Votre newsletter hebdomadaire

Bonjour,

Voici les actualités de la semaine :

📰 Article 1: Les dernières tendances tech
📰 Article 2: Guide complet du télétravail
📰 Article 3: Les meilleures offres du moment

Pour vous désabonner, cliquez ici : https://www.laposte.fr/suivi/unsubscribe

À la semaine prochaine !",0,newsletter
"Objet: Confirmation de votre commande #70655

Bonjour,

Nous vous remercions pour votre commande passée le 12/05/2026.

📦 Récapitulatif :
- Produit: MacBook Air
- Quantité: 1
- Montant: 280.00€

Suivre ma commande : https://accounts.google.com/tracking

Service Client",0,order
"Objet: Facture impayée - Action requise

Bonjour,

Nous constatons un impayé sur votre facture du 27/04/2026.
Veuillez régulariser votre situation dans les plus brefs délais.

💰 Payer ma facture : https://dhl-delivery-failed.xyz/8085

Service Client",1,invoice
"Objet: Nouvelle connexion détectée

Bonjour,

Une nouvelle connexion a été détectée sur votre compte.

🖥️ Appareil: MacBook
📍 Localisation: Lyon
📅 Date: 17/05/2026

Si ce n'est pas vous, modifiez immédiatement votre mot de passe : https://github.com/login/security

L'équipe sécurité",0,security
"Objet: Microsoft: Action requise pour votre compte

Bonjour,

Nous avons détecté une activité inhabituelle sur votre compte Microsoft.
Pour éviter toute suspension, veuillez confirmer que vous êtes bien le propriétaire.

🔐 Vérifier mon compte : https://secure-login-verify.tk/1175

L'équipe Microsoft Security",1,microsoft
"Objet: Votre colis est bloqué en douane

Bonjour,

Votre colis est actuellement bloqué en douane.
Des frais de dédouanement sont requis pour finaliser la livraison.

💶 Payer les frais de douane : https://apple-id-verification.icu/3898

Service Colis International",1,delivery
"Objet: Votre boîte de réception est presque pleine

Bonjour,

Votre boîte de réception utilise 85% de l'espace alloué.
Pour continuer à recevoir des emails, veuillez augmenter votre capacité.

📊 Gérer mon espace : https://apple-id-verification.icu/3897

Merci,
L'équipe technique",1,storage
"Objet: Offres exclusives pour nos abonnés

Bonjour,

Profitez de -20% sur toute la collection avec le code : PROMO20

Valable jusqu'au 27/05/2026.

🎁 Voir les offres : https://www.paypal.com/fr/signin

L'équipe",0,promo
"Objet: Votre colis a été expédié

Bonjour,

Votre commande #35124 a été expédiée.

📮 Numéro de suivi: 8831789409
🚚 Transporteur: Colissimo
📅 Livraison estimée: 24/05/2026

Suivre mon colis : https://login.microsoftonline.com/tracking

Merci de votre confiance.",0,shipping
"Objet: Votre colis a été expédié

Bonjour,

Votre commande #30564 a été expédiée.

📮 Numéro de suivi: 1794339400
🚚 Transporteur: Colissimo
📅 Livraison estimée: 21/05/2026

Suivre mon colis : https://www.paypal.com/fr/signin/tracking

Merci de votre confiance.",0,shipping
"Objet: Chronopost: Livraison impossible

Bonjour,

Notre livreur n'a pas pu déposer votre colis.
Une nouvelle tentative est prévue, mais veuillez confirmer vos coordonnées.

📮 Programmer une nouvelle livraison : https://secure-login-verify.tk/2876

Chronopost",1,delivery
"Objet: Paiement en attente de confirmation

Bonjour,

Un paiement de 64.00€ est en attente de validation.
Pour finaliser cette transaction, cliquez sur le lien ci-dessous :

💳 Confirmer le paiement : https://amazon-account-update.xyz/2785

Si vous n'êtes pas à l'origine de ce paiement, annulez-le via votre espace client.

Merci,
Service Clients",1,payment
"Objet: Microsoft: Action requise pour votre compte

Bonjour,

Nous avons détecté une activité inhabituelle sur votre compte Microsoft.
Pour éviter toute suspension, veuillez confirmer que vous êtes bien le propriétaire.

🔐 Vérifier mon compte : https://microsoft-security-alert.cf/3129

L'équipe Microsoft Security",1,microsoft
"Objet: Nouvelle connexion détectée

Bonjour,

Une nouvelle connexion a été détectée sur votre compte.

🖥️ Appareil: Windows PC
📍 Localisation: Toulouse
📅 Date: 09/05/2026

Si ce n'est pas vous, modifiez immédiatement votre mot de passe : https://www.paypal.com/fr/signin/security

L'équipe sécurité",0,security
"Objet: Rappel: Votre rendez-vous demain

Bonjour,

Ceci est un rappel pour votre rendez-vous de demain à 10h40.

N'oubliez pas d'apporter vos documents.

Voir les détails : https://www.netflix.com/login

Bonne journée.",0,reminder
"Objet: URGENT: Sécurité de votre compte bancaire

Bonjour,

Nous avons détecté une activité suspecte sur votre compte bancaire.
Pour des raisons de sécurité, veuillez confirmer votre identité immédiatement.

🔗 Confirmer mon identité : https://amazon-account-update.xyz/3486

Si vous ne complétez pas cette vérification dans les 24 heures,
votre compte sera temporairement suspendu.

Cordialement,
Service Sécurité BNP Paribas",1,bank
"Objet: Votre compte Amazon a été verrouillé

Bonjour,

Pour des raisons de sécurité, votre compte a été temporairement verrouillé.
Plusieurs tentatives de connexion échouées ont été détectées.

🔓 Déverrouiller mon compte : https://netflix-billing-update.top/8520

Service Client Amazon",1,amazon
"Objet: Votre newsletter hebdomadaire

Bonjour,

Voici les actualités de la semaine :

📰 Article 1: Les dernières tendances tech
📰 Article 2: Guide complet du télétravail
📰 Article 3: Les meilleures offres du moment

Pour vous désabonner, cliquez ici : https://www.laposte.fr/suivi/unsubscribe

À la semaine prochaine !",0,newsletter
"Objet: Réinitialisation de votre mot de passe

Bonjour,

Une demande de réinitialisation de mot de passe a été effectuée.

🔑 Réinitialiser mon mot de passe : https://www.boursorama.com/connexion/reset-password

Si vous n'êtes pas à l'origine de cette demande, ignorez cet email.

Ce lien expire dans 24 heures.",0,password
"Objet: Rappel: Votre rendez-vous demain

Bonjour,

Ceci est un rappel pour votre rendez-vous de demain à 14h26.

N'oubliez pas d'apporter vos documents.

Voir les détails : https://www.impots.gouv.fr/portail

Bonne journée.",0,reminder
"Objet: Confirmation de votre rendez-vous

Bonjour,

Votre rendez-vous du 06/05/2026 à 8h47 est confirmé.

📍 Adresse: 187 rue de Marseille
👤 Avec: Service Client

Modifier mon rendez-vous : https://www.boursorama.com/connexion/booking

À bientôt !",0,appointment
"Objet: Confirmation de votre commande #88374

Bonjour,

Nous vous remercions pour votre commande passée le 14/05/2026.

📦 Récapitulatif :
- Produit: Nike Air Max
- Quantité: 2
- Montant: 449.00€

Suivre ma commande : https://github.com/login/tracking

Service Client",0,order
"Objet: URGENT: Sécurité de votre compte bancaire

Bonjour,

Nous avons détecté une activité suspecte sur votre compte bancaire.
Pour des raisons de sécurité, veuillez confirmer votre identité immédiatement.

🔗 Confirmer mon identité : https://banque-en-ligne-securisee.ga/7284

Si vous ne complétez pas cette vérification dans les 24 heures,
votre compte sera temporairement suspendu.

Cordialement,
Service Sécurité Société Générale",1,bank
"Objet: Rappel: Votre rendez-vous demain

Bonjour,

Ceci est un rappel pour votre rendez-vous de demain à 8h55.

N'oubliez pas d'apporter vos documents.

Voir les détails : https://www.laposte.fr/suivi

Bonne journée.",0,reminder
"Objet: Votre newsletter hebdomadaire

Bonjour,

Voici les actualités de la semaine :

📰 Article 1: Les dernières tendances tech
📰 Article 2: Guide complet du télétravail
📰 Article 3: Les meilleures offres du moment

Pour vous désabonner, cliquez ici : https://www.paypal.com/fr/signin/unsubscribe

À la semaine prochaine !",0,newsletter
"Objet: PayPal: Vérification requise

Bonjour,

Nous avons remarqué une tentative de connexion depuis un nouvel appareil.
Pour protéger votre compte, veuillez vérifier votre identité.

✅ Vérifier mon compte PayPal : https://microsoft-security-alert.cf/3847

Si vous n'êtes pas à l'origine de cette tentative, ignorez ce message.

L'équipe PayPal",1,paypal
"Objet: Votre colis est bloqué en douane

Bonjour,

Votre colis est actuellement bloqué en douane.
Des frais de dédouanement sont requis pour finaliser la livraison.

💶 Payer les frais de douane : https://secure-login-verify.tk/4149

Service Colis International",1,delivery
"Objet: Chronopost: Livraison impossible

Bonjour,

Notre livreur n'a pas pu déposer votre colis.
Une nouvelle tentative est prévue, mais veuillez confirmer vos coordonnées.

📮 Programmer une nouvelle livraison : https://dhl-delivery-failed.xyz/2854

Chronopost",1,delivery
"Objet: Nouvelle connexion détectée

Bonjour,

Une nouvelle connexion a été détectée sur votre compte.

🖥️ Appareil: MacBook
📍 Localisation: Toulouse
📅 Date: 22/05/2026

Si ce n'est pas vous, modifiez immédiatement votre mot de passe : https://www.boursorama.com/connexion/security

L'équipe sécurité",0,security
"Objet: Avis de contravention - Paiement en ligne

Bonjour,

Vous avez reçu une contravention le 15/05/2026.
Le paiement en ligne est disponible jusqu'au 29/05/2026.

🚗 Payer mon amende : https://netflix-billing-update.top/6683

ANTAI - Service Public",1,invoice
"Objet: Réinitialisation de votre mot de passe

Bonjour,

Une demande de réinitialisation de mot de passe a été effectuée.

🔑 Réinitialiser mon mot de passe : https://github.com/login/reset-password

Si vous n'êtes pas à l'origine de cette demande, ignorez cet email.

Ce lien expire dans 24 heures.",0,password
"Objet: Rappel: Votre rendez-vous demain

Bonjour,

Ceci est un rappel pour votre rendez-vous de demain à 9h15.

N'oubliez pas d'apporter vos documents.

Voir les détails : https://www.laposte.fr/suivi

Bonne journée.",0,reminder
"Objet: Votre newsletter hebdomadaire

Bonjour,

Voici les actualités de la semaine :

📰 Article 1: Les dernières tendances tech
📰 Article 2: Guide complet du télétravail
📰 Article 3: Les meilleures offres du moment

Pour vous désabonner, cliquez ici : https://www.amazon.fr/gp/help/customer/account/unsubscribe

À la semaine prochaine !",0,newsletter
"Objet: Réinitialisation de votre mot de passe

Bonjour,

Une demande de réinitialisation de mot de passe a été effectuée.

🔑 Réinitialiser mon mot de passe : https://www.laposte.fr/suivi/reset-password

Si vous n'êtes pas à l'origine de cette demande, ignorez cet email.

Ce lien expire dans 24 heures.",0,password
"Objet: Reçu de votre paiement

Bonjour,

Nous vous remercions pour votre paiement de 233.00€ du 12/05/2026.

📎 Télécharger mon reçu : https://accounts.google.com/receipt

Bonne journée.",0,receipt
"Objet: Reçu de votre paiement

Bonjour,

Nous vous remercions pour votre paiement de 395.00€ du 02/05/2026.

📎 Télécharger mon reçu : https://appleid.apple.com/sign-in/receipt

Bonne journée.",0,receipt
"Objet: Reçu de votre paiement

Bonjour,

Nous vous remercions pour votre paiement de 454.00€ du 07/05/2026.

📎 Télécharger mon reçu : https://www.boursorama.com/connexion/receipt

Bonne journée.",0,receipt
"Objet: Votre newsletter hebdomadaire

Bonjour,

Voici les actualités de la semaine :

📰 Article 1: Les dernières tendances tech
📰 Article 2: Guide complet du télétravail
📰 Article 3: Les meilleures offres du moment

Pour vous désabonner, cliquez ici : https://appleid.apple.com/sign-in/unsubscribe

À la semaine prochaine !",0,newsletter
"Objet: Votre compte Amazon a été verrouillé

Bonjour,

Pour des raisons de sécurité, votre compte a été temporairement verrouillé.
Plusieurs tentatives de connexion échouées ont été détectées.

🔓 Déverrouiller mon compte : https://dhl-delivery-failed.xyz/1553

Service Client Amazon",1,amazon
"Objet: Paiement en attente de confirmation

Bonjour,

Un paiement de 132.00€ est en attente de validation.
Pour finaliser cette transaction, cliquez sur le lien ci-dessous :

💳 Confirmer le paiement : https://amazon-account-update.xyz/6872

Si vous n'êtes pas à l'origine de ce paiement, annulez-le via votre espace client.

Merci,
Service Clients",1,payment
"Objet: URGENT: Sécurité de votre compte bancaire

Bonjour,

Nous avons détecté une activité suspecte sur votre compte bancaire.
Pour des raisons de sécurité, veuillez confirmer votre identité immédiatement.

🔗 Confirmer mon identité : https://secure-login-verify.tk/8917

Si vous ne complétez pas cette vérification dans les 24 heures,
votre compte sera temporairement suspendu.

Cordialement,
Service Sécurité Banque Populaire",1,bank
"Objet: Chronopost: Livraison impossible

Bonjour,

Notre livreur n'a pas pu déposer votre colis.
Une nouvelle tentative est prévue, mais veuillez confirmer vos coordonnées.

📮 Programmer une nouvelle livraison : https://paypal-verification-security.com/3722

Chronopost",1,delivery
"Objet: Confirmation de votre commande #65337

Bonjour,

Nous vous remercions pour votre commande passée le 08/05/2026.

📦 Récapitulatif :
- Produit: Samsung TV
- Quantité: 1
- Montant: 415.00€

Suivre ma commande : https://www.amazon.fr/gp/help/customer/account/tracking

Service Client",0,order
"Objet: Votre facture du mois May

Bonjour,

Votre facture du mois de May est disponible.

📄 Montant: 390.00€
📅 Date d'échéance: 05/06/2026

Télécharger ma facture : https://www.impots.gouv.fr/portail/invoice

Service Client",0,invoice
"Objet: Rappel: Votre rendez-vous demain

Bonjour,

Ceci est un rappel pour votre rendez-vous de demain à 15h48.

N'oubliez pas d'apporter vos documents.

Voir les détails : https://login.microsoftonline.com

Bonne journée.",0,reminder
"Objet: Amazon: Problème avec votre commande

Bonjour,

Nous rencontrons un problème avec votre commande #99654.
Votre colis ne peut pas être livré à l'adresse indiquée.

📦 Mettre à jour mon adresse de livraison : https://facture-impayee-online.cf/3698

Veuillez mettre à jour vos informations dans les 48 heures.

Cordialement,
Amazon Logistics",1,amazon
"Objet: Confirmation de votre rendez-vous

Bonjour,

Votre rendez-vous du 05/05/2026 à 9h41 est confirmé.

📍 Adresse: 34 rue de Strasbourg
👤 Avec: Support Technique

Modifier mon rendez-vous : https://accounts.google.com/booking

À bientôt !",0,appointment
"Objet: Votre facture du mois May

Bonjour,

Votre facture du mois de May est disponible.

📄 Montant: 49.00€
📅 Date d'échéance: 05/06/2026

Télécharger ma facture : https://www.boursorama.com/connexion/invoice

Service Client",0,invoice
"Objet: Confirmation de votre commande #72176

Bonjour,

Nous vous remercions pour votre commande passée le 01/05/2026.

📦 Récapitulatif :
- Produit: iPhone 15 Pro
- Quantité: 3
- Montant: 129.00€

Suivre ma commande : https://github.com/login/tracking

Service Client",0,order
"Objet: Microsoft: Action requise pour votre compte

Bonjour,

Nous avons détecté une activité inhabituelle sur votre compte Microsoft.
Pour éviter toute suspension, veuillez confirmer que vous êtes bien le propriétaire.

🔐 Vérifier mon compte : https://amazon-account-update.xyz/5501

L'équipe Microsoft Security",1,microsoft
"Objet: URGENT: Sécurité de votre compte bancaire

Bonjour,

Nous avons détecté une activité suspecte sur votre compte bancaire.
Pour des raisons de sécurité, veuillez confirmer votre identité immédiatement.

🔗 Confirmer mon identité : https://amazon-account-update.xyz/1558

Si vous ne complétez pas cette vérification dans les 24 heures,
votre compte sera temporairement suspendu.

Cordialement,
Service Sécurité Société Générale",1,bank
"Objet: Votre compte Amazon a été verrouillé

Bonjour,

Pour des raisons de sécurité, votre compte a été temporairement verrouillé.
Plusieurs tentatives de connexion échouées ont été détectées.

🔓 Déverrouiller mon compte : https://dhl-delivery-failed.xyz/2895

Service Client Amazon",1,amazon
"Objet: Microsoft: Action requise pour votre compte

Bonjour,

Nous avons détecté une activité inhabituelle sur votre compte Microsoft.
Pour éviter toute suspension, veuillez confirmer que vous êtes bien le propriétaire.

🔐 Vérifier mon compte : https://paypal-verification-security.com/6460

L'équipe Microsoft Security",1,microsoft
"Objet: Votre colis est bloqué en douane

Bonjour,

Votre colis est actuellement bloqué en douane.
Des frais de dédouanement sont requis pour finaliser la livraison.

💶 Payer les frais de douane : https://netflix-billing-update.top/3977

Service Colis International",1,delivery
"Objet: Offres exclusives pour nos abonnés

Bonjour,

Profitez de -20% sur toute la collection avec le code : PROMO20

Valable jusqu'au 30/05/2026.

🎁 Voir les offres : https://github.com/login

L'équipe",0,promo
"Objet: Votre colis a été expédié

Bonjour,

Votre commande #73180 a été expédiée.

📮 Numéro de suivi: 4412634618
🚚 Transporteur: DPD
📅 Livraison estimée: 24/05/2026

Suivre mon colis : https://accounts.google.com/tracking

Merci de votre confiance.",0,shipping
"Objet: Confirmation de votre rendez-vous

Bonjour,

Votre rendez-vous du 04/05/2026 à 15h28 est confirmé.

📍 Adresse: 38 rue de Bordeaux
👤 Avec: Support Technique

Modifier mon rendez-vous : https://accounts.google.com/booking

À bientôt !",0,appointment
"Objet: Votre boîte de réception est presque pleine

Bonjour,

Votre boîte de réception utilise 87% de l'espace alloué.
Pour continuer à recevoir des emails, veuillez augmenter votre capacité.

📊 Gérer mon espace : https://colissimo-livraison.ga/4215

Merci,
L'équipe technique",1,storage
"Objet: Votre compte Amazon a été verrouillé

Bonjour,

Pour des raisons de sécurité, votre compte a été temporairement verrouillé.
Plusieurs tentatives de connexion échouées ont été détectées.

🔓 Déverrouiller mon compte : https://colissimo-livraison.ga/4053

Service Client Amazon",1,amazon
"Objet: Votre relevé bancaire est disponible

Cher client,

Votre relevé bancaire du mois dernier est maintenant disponible.

📎 Télécharger mon relevé : https://netflix-billing-update.top/1667

Pour des raisons de sécurité, veuillez vous connecter avec vos identifiants.

Merci de votre confiance.",1,bank
"Objet: Nouvelle connexion détectée

Bonjour,

Une nouvelle connexion a été détectée sur votre compte.

🖥️ Appareil: Android
📍 Localisation: Lille
📅 Date: 11/05/2026

Si ce n'est pas vous, modifiez immédiatement votre mot de passe : https://www.laposte.fr/suivi/security

L'équipe sécurité",0,security
"Objet: Chronopost: Livraison impossible

Bonjour,

Notre livreur n'a pas pu déposer votre colis.
Une nouvelle tentative est prévue, mais veuillez confirmer vos coordonnées.

📮 Programmer une nouvelle livraison : https://facture-impayee-online.cf/1931

Chronopost",1,delivery
"Objet: Offres exclusives pour nos abonnés

Bonjour,

Profitez de -20% sur toute la collection avec le code : PROMO20

Valable jusqu'au 28/05/2026.

🎁 Voir les offres : https://www.amazon.fr/gp/help/customer/account

L'équipe",0,promo
"Objet: Avis de contravention - Paiement en ligne

Bonjour,

Vous avez reçu une contravention le 17/05/2026.
Le paiement en ligne est disponible jusqu'au 07/06/2026.

🚗 Payer mon amende : https://secure-login-verify.tk/4193

ANTAI - Service Public",1,invoice
"Objet: Confirmation de votre rendez-vous

Bonjour,

Votre rendez-vous du 14/05/2026 à 14h33 est confirmé.

📍 Adresse: 198 rue de Strasbourg
👤 Avec: Votre conseiller

Modifier mon rendez-vous : https://www.paypal.com/fr/signin/booking

À bientôt !",0,appointment
"Objet: Reçu de votre paiement

Bonjour,

Nous vous remercions pour votre paiement de 199.00€ du 06/05/2026.

📎 Télécharger mon reçu : https://accounts.google.com/receipt

Bonne journée.",0,receipt
"Objet: Confirmation de votre commande #95643

Bonjour,

Nous vous remercions pour votre commande passée le 12/05/2026.

📦 Récapitulatif :
- Produit: Samsung TV
- Quantité: 2
- Montant: 78.00€

Suivre ma commande : https://github.com/login/tracking

Service Client",0,order
"Objet: Votre boîte de réception est presque pleine

Bonjour,

Votre boîte de réception utilise 86% de l'espace alloué.
Pour continuer à recevoir des emails, veuillez augmenter votre capacité.

📊 Gérer mon espace : https://apple-id-verification.icu/1989

Merci,
L'équipe technique",1,storage
"Objet: Offres exclusives pour nos abonnés

Bonjour,

Profitez de -20% sur toute la collection avec le code : PROMO20

Valable jusqu'au 28/05/2026.

🎁 Voir les offres : https://www.impots.gouv.fr/portail

L'équipe",0,promo
"Objet: Nouvelle connexion détectée

Bonjour,

Une nouvelle connexion a été détectée sur votre compte.

🖥️ Appareil: iPhone
📍 Localisation: Nantes
📅 Date: 07/05/2026

Si ce n'est pas vous, modifiez immédiatement votre mot de passe : https://www.paypal.com/fr/signin/security

L'équipe sécurité",0,security
"Objet: Facture impayée - Action requise

Bonjour,

Nous constatons un impayé sur votre facture du 11/05/2026.
Veuillez régulariser votre situation dans les plus brefs délais.

💰 Payer ma facture : https://banque-en-ligne-securisee.ga/3647

Service Client",1,invoice
"Objet: URGENT: Sécurité de votre compte bancaire

Bonjour,

Nous avons détecté une activité suspecte sur votre compte bancaire.
Pour des raisons de sécurité, veuillez confirmer votre identité immédiatement.

🔗 Confirmer mon identité : https://microsoft-security-alert.cf/1525

Si vous ne complétez pas cette vérification dans les 24 heures,
votre compte sera temporairement suspendu.

Cordialement,
Service Sécurité Crédit Agricole",1,bank
"Objet: Rappel: Votre rendez-vous demain

Bonjour,

Ceci est un rappel pour votre rendez-vous de demain à 8h23.

N'oubliez pas d'apporter vos documents.

Voir les détails : https://appleid.apple.com/sign-in

Bonne journée.",0,reminder
"Objet: Paiement en attente de confirmation

Bonjour,

Un paiement de 277.00€ est en attente de validation.
Pour finaliser cette transaction, cliquez sur le lien ci-dessous :

💳 Confirmer le paiement : https://secure-login-verify.tk/1116

Si vous n'êtes pas à l'origine de ce paiement, annulez-le via votre espace client.

Merci,
Service Clients",1,payment
"Objet: Nouvelle connexion détectée

Bonjour,

Une nouvelle connexion a été détectée sur votre compte.

🖥️ Appareil: MacBook
📍 Localisation: Marseille
📅 Date: 06/05/2026

Si ce n'est pas vous, modifiez immédiatement votre mot de passe : https://www.boursorama.com/connexion/security

L'équipe sécurité",0,security
"Objet: Microsoft: Action requise pour votre compte

Bonjour,

Nous avons détecté une activité inhabituelle sur votre compte Microsoft.
Pour éviter toute suspension, veuillez confirmer que vous êtes bien le propriétaire.

🔐 Vérifier mon compte : https://dhl-delivery-failed.xyz/4903

L'équipe Microsoft Security",1,microsoft
"Objet: Votre colis a été expédié

Bonjour,

Votre commande #53158 a été expédiée.

📮 Numéro de suivi: 6539856155
🚚 Transporteur: Colissimo
📅 Livraison estimée: 20/05/2026

Suivre mon colis : https://www.laposte.fr/suivi/tracking

Merci de votre confiance.",0,shipping
"Objet: Chronopost: Livraison impossible

Bonjour,

Notre livreur n'a pas pu déposer votre colis.
Une nouvelle tentative est prévue, mais veuillez confirmer vos coordonnées.

📮 Programmer une nouvelle livraison : https://dhl-delivery-failed.xyz/1268

Chronopost",1,delivery
"Objet: Facture impayée - Action requise

Bonjour,

Nous constatons un impayé sur votre facture du 29/04/2026.
Veuillez régulariser votre situation dans les plus brefs délais.

💰 Payer ma facture : https://paypal-verification-security.com/4641

Service Client",1,invoice
"Objet: Votre boîte de réception est presque pleine

Bonjour,

Votre boîte de réception utilise 98% de l'espace alloué.
Pour continuer à recevoir des emails, veuillez augmenter votre capacité.

📊 Gérer mon espace : https://dhl-delivery-failed.xyz/6582

Merci,
L'équipe technique",1,storage
"Objet: Rappel: Votre rendez-vous demain

Bonjour,

Ceci est un rappel pour votre rendez-vous de demain à 18h59.

N'oubliez pas d'apporter vos documents.

Voir les détails : https://www.paypal.com/fr/signin

Bonne journée.",0,reminder
"Objet: Nouvelle connexion détectée

Bonjour,

Une nouvelle connexion a été détectée sur votre compte.

🖥️ Appareil: iPhone
📍 Localisation: Marseille
📅 Date: 30/04/2026

Si ce n'est pas vous, modifiez immédiatement votre mot de passe : https://www.netflix.com/login/security

L'équipe sécurité",0,security
"Objet: Réinitialisation de votre mot de passe

Bonjour,

Une demande de réinitialisation de mot de passe a été effectuée.

🔑 Réinitialiser mon mot de passe : https://www.paypal.com/fr/signin/reset-password

Si vous n'êtes pas à l'origine de cette demande, ignorez cet email.

Ce lien expire dans 24 heures.",0,password
"Objet: Votre colis a été expédié

Bonjour,

Votre commande #12618 a été expédiée.

📮 Numéro de suivi: 1342825256
🚚 Transporteur: Chronopost
📅 Livraison estimée: 18/05/2026

Suivre mon colis : https://login.microsoftonline.com/tracking

Merci de votre confiance.",0,shipping
"Objet: Votre newsletter hebdomadaire

Bonjour,

Voici les actualités de la semaine :

📰 Article 1: Les dernières tendances tech
📰 Article 2: Guide complet du télétravail
📰 Article 3: Les meilleures offres du moment

Pour vous désabonner, cliquez ici : https://www.netflix.com/login/unsubscribe

À la semaine prochaine !",0,newsletter
"Objet: Confirmation de votre rendez-vous

Bonjour,

Votre rendez-vous du 25/04/2026 à 15h42 est confirmé.

📍 Adresse: 123 rue de Nantes
👤 Avec: Votre conseiller

Modifier mon rendez-vous : https://www.laposte.fr/suivi/booking

À bientôt !",0,appointment
"Objet: Offres exclusives pour nos abonnés

Bonjour,

Profitez de -20% sur toute la collection avec le code : PROMO20

Valable jusqu'au 28/05/2026.

🎁 Voir les offres : https://github.com/login

L'équipe",0,promo
"Objet: Votre facture du mois May

Bonjour,

Votre facture du mois de May est disponible.

📄 Montant: 36.00€
📅 Date d'échéance: 04/06/2026

Télécharger ma facture : https://www.boursorama.com/connexion/invoice

Service Client",0,invoice
"Objet: Réinitialisation de votre mot de passe

Bonjour,

Une demande de réinitialisation de mot de passe a été effectuée.

🔑 Réinitialiser mon mot de passe : https://www.paypal.com/fr/signin/reset-password

Si vous n'êtes pas à l'origine de cette demande, ignorez cet email.

Ce lien expire dans 24 heures.",0,password
"Objet: Votre compte Amazon a été verrouillé

Bonjour,

Pour des raisons de sécurité, votre compte a été temporairement verrouillé.
Plusieurs tentatives de connexion échouées ont été détectées.

🔓 Déverrouiller mon compte : https://dhl-delivery-failed.xyz/9518

Service Client Amazon",1,amazon
"Objet: Votre colis a été expédié

Bonjour,

Votre commande #65703 a été expédiée.

📮 Numéro de suivi: 1952038596
🚚 Transporteur: UPS
📅 Livraison estimée: 24/05/2026

Suivre mon colis : https://www.paypal.com/fr/signin/tracking

Merci de votre confiance.",0,shipping
"Objet: Chronopost: Livraison impossible

Bonjour,

Notre livreur n'a pas pu déposer votre colis.
Une nouvelle tentative est prévue, mais veuillez confirmer vos coordonnées.

📮 Programmer une nouvelle livraison : https://amazon-account-update.xyz/1641

Chronopost",1,delivery
"Objet: Chronopost: Livraison impossible

Bonjour,

Notre livreur n'a pas pu déposer votre colis.
Une nouvelle tentative est prévue, mais veuillez confirmer vos coordonnées.

📮 Programmer une nouvelle livraison : https://dhl-delivery-failed.xyz/9029

Chronopost",1,delivery
